Date,Price,Log_Return,Log_Return_%
2024-03-06,5104.76,0.005128,0.5128
2024-03-07,5157.36,0.010251,1.0251
2024-03-08,5123.69,-0.00655,-0.655
2024-03-11,5117.94,-0.001123,-0.1123
2024-03-12,5175.27,0.01114,1.114
2024-03-13,5165.31,-0.001926,-0.1926
2024-03-14,5150.48,-0.002875,-0.2875
2024-03-15,5117.09,-0.006504,-0.6504
2024-03-18,5149.42,0.006298,0.6298
2024-03-19,5178.51,0.005633,0.5633
2024-03-20,5224.62,0.008865,0.8865
2024-03-21,5241.53,0.003231,0.3231
2024-03-22,5234.18,-0.001403,-0.1403
2024-03-25,5218.19,-0.00306,-0.306
2024-03-26,5203.58,-0.002804,-0.2804
2024-03-27,5248.49,0.008594,0.8594
2024-03-28,5254.35,0.001116,0.1116
2024-04-01,5243.77,-0.002016,-0.2016
2024-04-02,5205.81,-0.007265,-0.7265
2024-04-03,5211.49,0.001091,0.1091
2024-04-04,5147.21,-0.012411,-1.2411
2024-04-05,5204.34,0.011038,1.1038
2024-04-08,5202.39,-0.000375,-0.0375
2024-04-09,5209.91,0.001444,0.1444
2024-04-10,5160.64,-0.009502,-0.9502
2024-04-11,5199.06,0.007417,0.7417
2024-04-12,5123.41,-0.014658,-1.4658
2024-04-15,5061.82,-0.012094,-1.2094
2024-04-16,5051.41,-0.002059,-0.2059
2024-04-17,5022.21,-0.005797,-0.5797
2024-04-18,5011.12,-0.002211,-0.2211
2024-04-19,4967.23,-0.008797,-0.8797
2024-04-22,5010.6,0.008693,0.8693
2024-04-23,5070.55,0.011894,1.1894
2024-04-24,5071.63,0.000213,0.0213
2024-04-25,5048.42,-0.004587,-0.4587
2024-04-26,5099.96,0.010157,1.0157
2024-04-29,5116.17,0.003173,0.3173
2024-04-30,5035.69,-0.015856,-1.5856
2024-05-01,5018.39,-0.003441,-0.3441
2024-05-02,5064.2,0.009087,0.9087
2024-05-03,5127.79,0.012479,1.2479
2024-05-06,5180.74,0.010273,1.0273
2024-05-07,5187.7,0.001343,0.1343
2024-05-08,5187.67,-6e-06,-0.0006
2024-05-09,5214.08,0.005078,0.5078
2024-05-10,5222.68,0.001648,0.1648
2024-05-13,5221.42,-0.000241,-0.0241
2024-05-14,5246.68,0.004826,0.4826
2024-05-15,5308.15,0.011648,1.1648
2024-05-16,5297.1,-0.002084,-0.2084
2024-05-17,5303.27,0.001164,0.1164
2024-05-20,5308.13,0.000916,0.0916
2024-05-21,5321.41,0.002499,0.2499
2024-05-22,5307.01,-0.00271,-0.271
2024-05-23,5267.84,-0.007408,-0.7408
2024-05-24,5304.72,0.006977,0.6977
2024-05-28,5306.04,0.000249,0.0249
2024-05-29,5266.95,-0.007394,-0.7394
2024-05-30,5235.48,-0.005993,-0.5993
2024-05-31,5277.51,0.007996,0.7996
2024-06-03,5283.4,0.001115,0.1115
2024-06-04,5291.34,0.001502,0.1502
2024-06-05,5354.03,0.011778,1.1778
2024-06-06,5352.96,-0.0002,-0.02
2024-06-07,5346.99,-0.001116,-0.1116
2024-06-10,5360.79,0.002578,0.2578
2024-06-11,5375.32,0.002707,0.2707
2024-06-12,5421.03,0.008468,0.8468
2024-06-13,5433.74,0.002342,0.2342
2024-06-14,5431.6,-0.000394,-0.0394
2024-06-17,5473.23,0.007635,0.7635
2024-06-18,5487.03,0.002518,0.2518
2024-06-20,5473.17,-0.002529,-0.2529
2024-06-21,5464.62,-0.001563,-0.1563
2024-06-24,5447.87,-0.00307,-0.307
2024-06-25,5469.3,0.003926,0.3926
2024-06-26,5477.9,0.001571,0.1571
2024-06-27,5482.87,0.000907,0.0907
2024-06-28,5460.48,-0.004092,-0.4092
2024-07-01,5475.09,0.002672,0.2672
2024-07-02,5509.01,0.006176,0.6176
2024-07-03,5537.02,0.005072,0.5072
2024-07-05,5567.19,0.005434,0.5434
2024-07-08,5572.85,0.001016,0.1016
2024-07-09,5576.98,0.000741,0.0741
2024-07-10,5633.91,0.010156,1.0156
2024-07-11,5584.54,-0.008802,-0.8802
2024-07-12,5615.35,0.005502,0.5502
2024-07-15,5631.22,0.002822,0.2822
2024-07-16,5667.2,0.006369,0.6369
2024-07-17,5588.27,-0.014025,-1.4025
2024-07-18,5544.59,-0.007847,-0.7847
2024-07-19,5505.0,-0.007166,-0.7166
2024-07-22,5564.41,0.010734,1.0734
2024-07-23,5555.74,-0.001559,-0.1559
2024-07-24,5427.13,-0.023421,-2.3421
2024-07-25,5399.22,-0.005156,-0.5156
2024-07-26,5459.1,0.011029,1.1029
2024-07-29,5463.54,0.000813,0.0813
2024-07-30,5436.44,-0.004973,-0.4973
2024-07-31,5522.3,0.01567,1.567
2024-08-01,5446.68,-0.013788,-1.3788
2024-08-02,5346.56,-0.018553,-1.8553
2024-08-05,5186.33,-0.030427,-3.0427
2024-08-06,5240.03,0.010301,1.0301
2024-08-07,5199.5,-0.007765,-0.7765
2024-08-08,5319.31,0.022781,2.2781
2024-08-09,5344.16,0.004661,0.4661
2024-08-12,5344.39,4.3e-05,0.0043
2024-08-13,5434.43,0.016707,1.6707
2024-08-14,5455.21,0.003816,0.3816
2024-08-15,5543.22,0.016004,1.6004
2024-08-16,5554.25,0.001988,0.1988
2024-08-19,5608.25,0.009675,0.9675
2024-08-20,5597.12,-0.001987,-0.1987
2024-08-21,5620.85,0.004231,0.4231
2024-08-22,5570.64,-0.008973,-0.8973
2024-08-23,5634.61,0.011418,1.1418
2024-08-26,5616.84,-0.003159,-0.3159
2024-08-27,5625.8,0.001594,0.1594
2024-08-28,5592.18,-0.005994,-0.5994
2024-08-29,5591.96,-3.9e-05,-0.0039
2024-08-30,5648.4,0.010042,1.0042
2024-09-03,5528.93,-0.021378,-2.1378
2024-09-04,5520.07,-0.001604,-0.1604
2024-09-05,5503.41,-0.003023,-0.3023
2024-09-06,5408.42,-0.017411,-1.7411
2024-09-09,5471.05,0.011514,1.1514
2024-09-10,5495.52,0.004463,0.4463
2024-09-11,5554.13,0.010609,1.0609
2024-09-12,5595.76,0.007467,0.7467
2024-09-13,5626.02,0.005393,0.5393
2024-09-16,5633.09,0.001256,0.1256
2024-09-17,5634.58,0.000265,0.0265
2024-09-18,5618.26,-0.002901,-0.2901
2024-09-19,5713.64,0.016834,1.6834
2024-09-20,5702.55,-0.001943,-0.1943
2024-09-23,5718.57,0.002805,0.2805
2024-09-24,5732.93,0.002508,0.2508
2024-09-25,5722.26,-0.001863,-0.1863
2024-09-26,5745.37,0.004031,0.4031
2024-09-27,5738.17,-0.001254,-0.1254
2024-09-30,5762.48,0.004228,0.4228
2024-10-01,5708.75,-0.009368,-0.9368
2024-10-02,5709.54,0.000138,0.0138
2024-10-03,5699.94,-0.001683,-0.1683
2024-10-04,5751.07,0.00893,0.893
2024-10-07,5695.94,-0.009632,-0.9632
2024-10-08,5751.13,0.009643,0.9643
2024-10-09,5792.04,0.007088,0.7088
2024-10-10,5780.05,-0.002072,-0.2072
2024-10-11,5815.03,0.006034,0.6034
2024-10-14,5859.85,0.007678,0.7678
2024-10-15,5815.26,-0.007639,-0.7639
2024-10-16,5842.47,0.004668,0.4668
2024-10-17,5841.47,-0.000171,-0.0171
2024-10-18,5864.67,0.003964,0.3964
2024-10-21,5853.98,-0.001824,-0.1824
2024-10-22,5851.2,-0.000475,-0.0475
2024-10-23,5797.42,-0.009234,-0.9234
2024-10-24,5809.86,0.002143,0.2143
2024-10-25,5808.12,-0.000299,-0.0299
2024-10-28,5823.52,0.002648,0.2648
2024-10-29,5832.92,0.001613,0.1613
2024-10-30,5813.67,-0.003306,-0.3306
2024-10-31,5705.45,-0.01879,-1.879
2024-11-01,5728.8,0.004084,0.4084
2024-11-04,5712.69,-0.002816,-0.2816
2024-11-05,5782.76,0.012191,1.2191
2024-11-06,5929.04,0.024981,2.4981
2024-11-07,5973.1,0.007404,0.7404
2024-11-08,5995.54,0.00375,0.375
2024-11-11,6001.35,0.000969,0.0969
2024-11-12,5983.99,-0.002897,-0.2897
2024-11-13,5985.38,0.000232,0.0232
2024-11-14,5949.17,-0.006068,-0.6068
2024-11-15,5870.62,-0.013291,-1.3291
2024-11-18,5893.62,0.00391,0.391
2024-11-19,5916.98,0.003956,0.3956
2024-11-20,5917.11,2.2e-05,0.0022
2024-11-21,5948.71,0.005326,0.5326
2024-11-22,5969.34,0.003462,0.3462
2024-11-25,5987.37,0.003016,0.3016
2024-11-26,6021.63,0.005706,0.5706
2024-11-27,5998.74,-0.003808,-0.3808
2024-11-29,6032.38,0.005592,0.5592
2024-12-02,6047.15,0.002445,0.2445
2024-12-03,6049.88,0.000451,0.0451
2024-12-04,6086.49,0.006033,0.6033
2024-12-05,6075.11,-0.001872,-0.1872
2024-12-06,6090.27,0.002492,0.2492
2024-12-09,6052.85,-0.006163,-0.6163
2024-12-10,6034.91,-0.002968,-0.2968
2024-12-11,6084.19,0.008133,0.8133
2024-12-12,6051.25,-0.005429,-0.5429
2024-12-13,6051.09,-2.6e-05,-0.0026
2024-12-16,6074.08,0.003792,0.3792
2024-12-17,6050.61,-0.003871,-0.3871
2024-12-18,5872.16,-0.029937,-2.9937
2024-12-19,5867.08,-0.000865,-0.0865
2024-12-20,5930.85,0.01081,1.081
2024-12-23,5974.07,0.007261,0.7261
2024-12-24,6040.04,0.010982,1.0982
2024-12-26,6037.59,-0.000406,-0.0406
2024-12-27,5970.84,-0.011117,-1.1117
2024-12-30,5906.94,-0.01076,-1.076
